candidate_name,candidate_id,election,office
"GAINES, EDWARD T",1265444,2016 GENERAL,STATE SENATE 01
"ROWEN, ROBERT J.",1383735,2016 GENERAL,STATE SENATE 01
"DODD, BILL",1359048,2016 GENERAL,STATE SENATE 03
"YAMADA, MARIKO M.",1295701,2016 GENERAL,STATE SENATE 03
"GALGIANI, CATHLEEN",1273495,2016 GENERAL,STATE SENATE 05
"NAKANISHI, ALAN S.",1005260,2016 GENERAL,STATE SENATE 05
"GLAZER, STEVEN",1355210,2016 GENERAL,STATE SENATE 07
"RUBAY, JOSEPH A.",1299399,2016 GENERAL,STATE SENATE 07
"SKINNER, NANCY",1303644,2016 GENERAL,STATE SENATE 09
"SWANSON, SANDRE",1268691,2016 GENERAL,STATE SENATE 09
"KIM, JANE",1380847,2016 GENERAL,STATE SENATE 11
"WIENER, SCOTT D.",1376435,2016 GENERAL,STATE SENATE 11
"CIARDELLA, RICHARD",1383605,2016 GENERAL,STATE SENATE 13
"HILL, JERRY A.",1290757,2016 GENERAL,STATE SENATE 13
"BEALL, JIM",1251768,2016 GENERAL,STATE SENATE 15
"CAMPOS, NORA",1318599,2016 GENERAL,STATE SENATE 15
"KAIN, PALMER",1363609,2016 GENERAL,STATE SENATE 17
"MONNING, WILLIAM W.",1297947,2016 GENERAL,STATE SENATE 17
"JACKSON, HANNAH-BETH",1005197,2016 GENERAL,STATE SENATE 19
"WALCH, COLIN",1383292,2016 GENERAL,STATE SENATE 19
"ERVIN, JOHNATHON",1375590,2016 GENERAL,STATE SENATE 21
"WILK, SCOTT T.",1339656,2016 GENERAL,STATE SENATE 21
"MORRELL, MICHAEL L.",1252076,2016 GENERAL,STATE SENATE 23
"O'DONNELL, RONALD J.",,2016 GENERAL,STATE SENATE 23
"ANTONOVICH, MICHAEL D.",1000095,2016 GENERAL,STATE SENATE 25
"PORTANTINO, ANTHONY",1267043,2016 GENERAL,STATE SENATE 25
"FAZIO, STEVE",1379424,2016 GENERAL,STATE SENATE 27
"STERN, HENRY",1374151,2016 GENERAL,STATE SENATE 27
"CHANG, LING-LING",1357038,2016 GENERAL,STATE SENATE 29
"NEWMAN, JOSH B.",1377780,2016 GENERAL,STATE SENATE 29
"REED, RICHARD",1383678,2016 GENERAL,STATE SENATE 31
"ROTH, RICHARD D.",1343716,2016 GENERAL,STATE SENATE 31
"LARA, RICARDO",1304215,2016 GENERAL,STATE SENATE 33
"ROBSON, HONOR MIMI",1386195,2016 GENERAL,STATE SENATE 33
"BRADFORD, STEVEN",1235136,2016 GENERAL,STATE SENATE 35
"FURUTANI, WARREN",1265441,2016 GENERAL,STATE SENATE 35
"GRAYSON, ARI E.",1383650,2016 GENERAL,STATE SENATE 37
"MOORLACH, JOHN",1241305,2016 GENERAL,STATE SENATE 37
"ATKINS, TONI G.",1314678,2016 GENERAL,STATE SENATE 39
"RENISON, JOHN",1383698,2016 GENERAL,STATE SENATE 39
"DAHLE, BRIAN",1224716,2016 GENERAL,ASSEMBLY 01
"COENEN, DONN",,2016 GENERAL,ASSEMBLY 01
"WOOD, JAMES D.",1353393,2016 GENERAL,ASSEMBLY 02
"ANTON, KENNETH R.",,2016 GENERAL,ASSEMBLY 02
"GALLAGHER, JAMES",1357069,2016 GENERAL,ASSEMBLY 03
"RITCHIE, EDWARD H",1383126,2016 GENERAL,ASSEMBLY 03
"AGUIAR-CURRY, CECILIA",1379566,2016 GENERAL,ASSEMBLY 04
"SCHAUPP, CHARLES E.",1301596,2016 GENERAL,ASSEMBLY 04
"BIGELOW, FRANK",1342402,2016 GENERAL,ASSEMBLY 05
"CARABAS, ROBERT J",,2016 GENERAL,ASSEMBLY 05
"CAPLES, BRIAN",1363003,2016 GENERAL,ASSEMBLY 06
"KILEY, KEVIN",1377646,2016 GENERAL,ASSEMBLY 06
"BROWN, RYAN K.",1383289,2016 GENERAL,ASSEMBLY 07
"MC CARTY, KEVIN",1314046,2016 GENERAL,ASSEMBLY 07
"BLOISE, NICK E.",1383732,2016 GENERAL,ASSEMBLY 08
"COOLEY, KEN",1240640,2016 GENERAL,ASSEMBLY 08
"COOPER, JIM",1354349,2016 GENERAL,ASSEMBLY 09
"GORSULOWSKY, TIMOTHY S.",1364380,2016 GENERAL,ASSEMBLY 09
"JACOBI, VERONICA S.",1363625,2016 GENERAL,ASSEMBLY 10
"LEVINE, MARC",1338897,2016 GENERAL,ASSEMBLY 10
"FRAZIER JR., JAMES L.",1341572,2016 GENERAL,ASSEMBLY 11
"MILLER, DAVID J.",1378817,2016 GENERAL,ASSEMBLY 11
"FLORA, HEATH",1376113,2016 GENERAL,ASSEMBLY 12
"VOGEL, KEN",1359744,2016 GENERAL,ASSEMBLY 12
"EGGMAN, SUSAN",1337454,2016 GENERAL,ASSEMBLY 13
"LINCOLN, KEVIN",1383977,2016 GENERAL,ASSEMBLY 13
"GRAYSON, TIM",1376434,2016 GENERAL,ASSEMBLY 14
"TORLAKSON, MAE",1382779,2016 GENERAL,ASSEMBLY 14
"CHIARA, CLAIRE",1382452,2016 GENERAL,ASSEMBLY 15
"THURMOND, TONY",1295704,2016 GENERAL,ASSEMBLY 15
"BAKER, CATHARINE",1358730,2016 GENERAL,ASSEMBLY 16
"COOK-KALLIO, CHERYL",1381102,2016 GENERAL,ASSEMBLY 16
"CHIU, DAVID",1360423,2016 GENERAL,ASSEMBLY 17
"DEL CARLO, MATTHEW S.",1346011,2016 GENERAL,ASSEMBLY 17
"BONTA, ROB",1339733,2016 GENERAL,ASSEMBLY 18
"SLONSKY-BREAULT, ROSEANN",1382453,2016 GENERAL,ASSEMBLY 18
"TAYLOR, CARLOS",1383127,2016 GENERAL,ASSEMBLY 19
"TING, PHIL",1343138,2016 GENERAL,ASSEMBLY 19
"QUIRK, BILL (WILLIAM J.)",1336944,2016 GENERAL,ASSEMBLY 20
"WONG, LUIS A.",1383284,2016 GENERAL,ASSEMBLY 20
"GRAY, ADAM C.",1315410,2016 GENERAL,ASSEMBLY 21
"OPINSKI, GREGORY J.",1383342,2016 GENERAL,ASSEMBLY 21
"MULLIN, KEVIN",1342937,2016 GENERAL,ASSEMBLY 22
"KIESEL, ART",,2016 GENERAL,ASSEMBLY 22
"MORRIS, GWEN L",1381100,2016 GENERAL,ASSEMBLY 23
"PATTERSON, JIM",1346007,2016 GENERAL,ASSEMBLY 23
"BERMAN, MARC",1317907,2016 GENERAL,ASSEMBLY 24
"VEENKER, VICKI",1380629,2016 GENERAL,ASSEMBLY 24
"BRUNTON, BOB",1363959,2016 GENERAL,ASSEMBLY 25
"CHU, KANSEN",1356482,2016 GENERAL,ASSEMBLY 25
"MACARENO, RUBEN",1362534,2016 GENERAL,ASSEMBLY 26
"MATHIS, DEVON J.",1365277,2016 GENERAL,ASSEMBLY 26
"KALRA, ASH",1372978,2016 GENERAL,ASSEMBLY 27
"NGUYEN, MADISON",1376419,2016 GENERAL,ASSEMBLY 27
"LOW, EVAN",1335519,2016 GENERAL,ASSEMBLY 28
"SCLAVOS, NICHOLAS C",1383003,2016 GENERAL,ASSEMBLY 28
"ROBERTS, SIERRA",1383589,2016 GENERAL,ASSEMBLY 29
"STONE, MARK",1340922,2016 GENERAL,ASSEMBLY 29
"CABALLERO, ANNA",1282323,2016 GENERAL,ASSEMBLY 30
"CERVANTEZ ALEJO, KARINA",1375810,2016 GENERAL,ASSEMBLY 30
"ARAMBULA, JOAQUIN",1377114,2016 GENERAL,ASSEMBLY 31
"OLIVIER, CLINT",1377649,2016 GENERAL,ASSEMBLY 31
"RAMIREZ, MANUEL A.",1386656,2016 GENERAL,ASSEMBLY 32
"SALAS JR., RUDY",1340989,2016 GENERAL,ASSEMBLY 32
"MARKOVICH, PETER SCOTT",1359129,2016 GENERAL,ASSEMBLY 33
"OBERNOLTE, JAY",1362835,2016 GENERAL,ASSEMBLY 33
"FONG, VINCENT",1381906,2016 GENERAL,ASSEMBLY 34
"SWANLUND, PERRIN A",,2016 GENERAL,ASSEMBLY 34
"CUNNINGHAM, JORDAN",1374711,2016 GENERAL,ASSEMBLY 35
"LEGG, DAWN ORTIZ",1381434,2016 GENERAL,ASSEMBLY 35
"FOX, STEVE",1297103,2016 GENERAL,ASSEMBLY 36
"LACKEY, THOMAS W.",1345765,2016 GENERAL,ASSEMBLY 36
"LIMON, S. MONIQUE",1375717,2016 GENERAL,ASSEMBLY 37
"FULLER, EDWARD L.",,2016 GENERAL,ASSEMBLY 37
"ACOSTA, DANTE",1383876,2016 GENERAL,ASSEMBLY 38
"SMITH, CHRISTY",1381884,2016 GENERAL,ASSEMBLY 38
"BOCANEGRA, RAUL",1330049,2016 GENERAL,ASSEMBLY 39
"LOPEZ, PATTY",1358288,2016 GENERAL,ASSEMBLY 39
"MEDINA, ABIGAIL M.",1377377,2016 GENERAL,ASSEMBLY 40
"STEINORTH, MARC",1362221,2016 GENERAL,ASSEMBLY 40
"HIGGINS, CASEY C.",1383283,2016 GENERAL,ASSEMBLY 41
"HOLDEN, CHRIS",1336467,2016 GENERAL,ASSEMBLY 41
"MAYES, CHAD",1351765,2016 GENERAL,ASSEMBLY 42
"RODRIGUEZ, GREG",1375844,2016 GENERAL,ASSEMBLY 42
"FRIEDMAN, LAURA",1368701,2016 GENERAL,ASSEMBLY 43
"KASSAKHIAN, ARDY",1366019,2016 GENERAL,ASSEMBLY 43
"IRWIN, JACQUI",1362509,2016 GENERAL,ASSEMBLY 44
"NELSON, KERRY J.",1383809,2016 GENERAL,ASSEMBLY 44
"DABABNEH, MATTHEW",1357054,2016 GENERAL,ASSEMBLY 45
"KOWAL, JERRY S.",1383380,2016 GENERAL,ASSEMBLY 45
"NAZARIAN, ADRIN",1323126,2016 GENERAL,ASSEMBLY 46
"RUPERT, ANGELA",1387323,2016 GENERAL,ASSEMBLY 46
"BROWN, CHERYL",1340553,2016 GENERAL,ASSEMBLY 47
"REYES, ELOISE GOMEZ",1381098,2016 GENERAL,ASSEMBLY 47
"ELLENSON, CORY H",1379875,2016 GENERAL,ASSEMBLY 48
"RUBIO, BLANCA",1374663,2016 GENERAL,ASSEMBLY 48
"AMUNDSON, PETER",1387329,2016 GENERAL,ASSEMBLY 49
"CHAU, EDWIN",1281706,2016 GENERAL,ASSEMBLY 49
"BLOOM, RICHARD",1330273,2016 GENERAL,ASSEMBLY 50
"CRAFFEY, MATTHEW G.",1383501,2016 GENERAL,ASSEMBLY 50
"GOMEZ, JIMMY",1334135,2016 GENERAL,ASSEMBLY 51
"EVERLING, MIKE",,2016 GENERAL,ASSEMBLY 51
"RODRIGUEZ, FREDDIE",1354976,2016 GENERAL,ASSEMBLY 52
"AVILA, PAUL VINCENT",,2016 GENERAL,ASSEMBLY 52
"MENDOZA, SANDRA Y.",1358233,2016 GENERAL,ASSEMBLY 53
"SANTIAGO, MIGUEL",1357853,2016 GENERAL,ASSEMBLY 53
"RIDLEY-THOMAS, SEBASTIAN M.",1358246,2016 GENERAL,ASSEMBLY 54
"RATCLIFF, GLEN",,2016 GENERAL,ASSEMBLY 54
"CHEN, PHILLIP",1358732,2016 GENERAL,ASSEMBLY 55
"FRITCHLE, GREGG D.",,2016 GENERAL,ASSEMBLY 55
"GARCIA, EDUARDO",1355371,2016 GENERAL,ASSEMBLY 56
"CALDERON, IAN",1336511,2016 GENERAL,ASSEMBLY 57
"TOPALIAN, RITA H.",1259659,2016 GENERAL,ASSEMBLY 57
"GARCIA, CRISTINA",1343926,2016 GENERAL,ASSEMBLY 58
"ALVARADO, RAMIRO",,2016 GENERAL,ASSEMBLY 58
"JONES-SAWYER SR., REGINALD BYRON",1317870,2016 GENERAL,ASSEMBLY 59
"CERVANTES, SABRINA",1377791,2016 GENERAL,ASSEMBLY 60
"LINDER, ERIC",1345603,2016 GENERAL,ASSEMBLY 60
"DIAZ, HECTOR",1379407,2016 GENERAL,ASSEMBLY 61
"MEDINA, JOSE J.",1005789,2016 GENERAL,ASSEMBLY 61
"BRUNO, BARON",1385818,2016 GENERAL,ASSEMBLY 62
"BURKE, AUTUMN",1357823,2016 GENERAL,ASSEMBLY 62
"LEAL, MARCO ANTONIO ""TONY""",,2016 GENERAL,ASSEMBLY 62
"MILLER, ADAM J.",1365738,2016 GENERAL,ASSEMBLY 63
"RENDON, ANTHONY",1335212,2016 GENERAL,ASSEMBLY 63
"GIPSON, MIKE",1299805,2016 GENERAL,ASSEMBLY 64
"SANFORD, THERESA",1360807,2016 GENERAL,ASSEMBLY 64
"KIM, YOUNG O.",1358869,2016 GENERAL,ASSEMBLY 65
"QUIRK-SILVA, SHARON",1345707,2016 GENERAL,ASSEMBLY 65
"HADLEY, DAVID F.",1359993,2016 GENERAL,ASSEMBLY 66
"MURATSUCHI, AL",1315952,2016 GENERAL,ASSEMBLY 66
"LOPEZ, JORGE R.",1383804,2016 GENERAL,ASSEMBLY 67
"MELENDEZ, MELISSA",1340675,2016 GENERAL,ASSEMBLY 67
"CHOI, STEVEN",1296275,2016 GENERAL,ASSEMBLY 68
"PANAHI, SEAN JAY",1383651,2016 GENERAL,ASSEMBLY 68
"DALY, TOM",1341148,2016 GENERAL,ASSEMBLY 69
"VELARDE-GARCIA, OFELIA",1384552,2016 GENERAL,ASSEMBLY 69
"FLORES-GIBSON, MARTHA",1325824,2016 GENERAL,ASSEMBLY 70
"O'DONNELL, PATRICK",1296270,2016 GENERAL,ASSEMBLY 70
"HAMEL, LEO",1383964,2016 GENERAL,ASSEMBLY 71
"VOEPEL, RANDY G.",1226426,2016 GENERAL,ASSEMBLY 71
"ALBERT-SHERIDAN, LENORE L.",1378300,2016 GENERAL,ASSEMBLY 72
"ALLEN, TRAVIS",1345834,2016 GENERAL,ASSEMBLY 72
"BROUGH, BILL",1356165,2016 GENERAL,ASSEMBLY 73
"ISLAM, MESBAH",,2016 GENERAL,ASSEMBLY 73
"HARPER, MATTHEW",1341264,2016 GENERAL,ASSEMBLY 74
"ONOFRE, KARINA",1362589,2016 GENERAL,ASSEMBLY 74
"MASIEL, ANDREW",1383430,2016 GENERAL,ASSEMBLY 75
"WALDRON, MARIE",1273672,2016 GENERAL,ASSEMBLY 75
"CHAVEZ, ROCKY",1339551,2016 GENERAL,ASSEMBLY 76
"KROUSE, THOMAS",1367077,2016 GENERAL,ASSEMBLY 76
"MAIENSCHEIN, BRIAN",1339637,2016 GENERAL,ASSEMBLY 77
"VASQUEZ, MELINDA K",1383128,2016 GENERAL,ASSEMBLY 77
"GLORIA, TODD",1376637,2016 GENERAL,ASSEMBLY 78
"MELTON, KEVIN D",,2016 GENERAL,ASSEMBLY 78
"WEBER, SHIRLEY N.",1342820,2016 GENERAL,ASSEMBLY 79
"MOORE, JOHN S.",,2016 GENERAL,ASSEMBLY 79
"GONZALEZ, LORENA S.",1353845,2016 GENERAL,ASSEMBLY 80
"PICKARD, LINCOLN M.",,2016 GENERAL,ASSEMBLY 80
"BROWN, EDMUND G. (JERRY)",1265530,2014 GENERAL,GOVERNOR 
"KASHKARI, NEEL",1362979,2014 GENERAL,GOVERNOR 
"NEHRING, RON",1363814,2014 GENERAL,LIEUTENANT GOVERNOR 
"NEWSOM, GAVIN",1308192,2014 GENERAL,LIEUTENANT GOVERNOR 
"PADILLA, ALEX",1278243,2014 GENERAL,SECRETARY OF STATE 
"PETERSON, PETE N.",1356987,2014 GENERAL,SECRETARY OF STATE 
"SWEARENGIN, ASHLEY",1364602,2014 GENERAL,CONTROLLER 
"YEE, BETTY T.",1273041,2014 GENERAL,CONTROLLER 
"CHIANG, JOHN",1005192,2014 GENERAL,TREASURER 
"CONLON, GREG",1325714,2014 GENERAL,TREASURER 
"GOLD, RONALD",1364756,2014 GENERAL,ATTORNEY GENERAL 
"HARRIS, KAMALA D.",1313503,2014 GENERAL,ATTORNEY GENERAL 
"TORLAKSON, TOM",1314864,2014 GENERAL,SUPERINTENDENT OF PUBLIC INSTRUCTION 
"TUCK, MARSHALL",1359836,2014 GENERAL,SUPERINTENDENT OF PUBLIC INSTRUCTION 
"GAINES, EDWARD T",1265444,2014 GENERAL,INSURANCE COMMISSIONER 
"JONES, DAVE",1224542,2014 GENERAL,INSURANCE COMMISSIONER 
"PARKER, CHRIS R.",1317701,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"RUNNER, GEORGE C.",1005399,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"MA, FIONA",1261661,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"THEIS, JAMES E.",,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"HORTON, JEROME E.",1220801,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"MARSHALL, G. RICK",1367063,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"HARKEY, DIANE",1281241,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"SHAHATIT, NADER F",,2014 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"MC GUIRE, MIKE",1361301,2014 GENERAL,STATE SENATE 02
"WIESNER, LAWRENCE R.",,2014 GENERAL,STATE SENATE 02
"JAWAHAR, C J",1363000,2014 GENERAL,STATE SENATE 04
"NIELSEN, JIM",1299401,2014 GENERAL,STATE SENATE 04
"DICKINSON, ROGER",1251341,2014 GENERAL,STATE SENATE 06
"PAN, RICHARD",1319205,2014 GENERAL,STATE SENATE 06
"BERRYHILL, TOM",1294245,2014 GENERAL,STATE SENATE 08
"MIRANDA, PAULINA M.",1356609,2014 GENERAL,STATE SENATE 08
"KUO, PETER",1361920,2014 GENERAL,STATE SENATE 10
"WIECKOWSKI, ROBERT",1315744,2014 GENERAL,STATE SENATE 10
"BAGLEY, SHAWN",1364597,2014 GENERAL,STATE SENATE 12
"CANNELLA, ANTHONY JOSEPH",1318121,2014 GENERAL,STATE SENATE 12
"CHAVEZ, LUIS",1362454,2014 GENERAL,STATE SENATE 14
"VIDAK, JAMES ANDREW",1356182,2014 GENERAL,STATE SENATE 14
"FULLER, JEAN",1284988,2014 GENERAL,STATE SENATE 16
"MUSSER-LOPEZ, RUTH",1366955,2014 GENERAL,STATE SENATE 16
"HERTZBERG, ROBERT",1004251,2014 GENERAL,STATE SENATE 18
"BENITEZ, RICARDO",,2014 GENERAL,STATE SENATE 18
"LEYVA, CONNIE M.",1364478,2014 GENERAL,STATE SENATE 20
"MUNSON, MATTHEW G.",1239584,2014 GENERAL,STATE SENATE 20
"HERNANDEZ, EDWARD P.",1266775,2014 GENERAL,STATE SENATE 22
"RODRIGUEZ, MARC",,2014 GENERAL,STATE SENATE 22
"CHOI, PETER",1364100,2014 GENERAL,STATE SENATE 24
"DE LEON, KEVIN",1263266,2014 GENERAL,STATE SENATE 24
"ALLEN, BEN",1363828,2014 GENERAL,STATE SENATE 26
"FLUKE, SANDRA",1363477,2014 GENERAL,STATE SENATE 26
"GARCIA, BONNIE",1240067,2014 GENERAL,STATE SENATE 28
"STONE, JEFFREY E.",1238568,2014 GENERAL,STATE SENATE 28
"MITCHELL, HOLLY J.",1307762,2014 GENERAL,STATE SENATE 30
"ARMENTA, ISIDRO",,2014 GENERAL,STATE SENATE 30
"GUERRA, MARIO A.",1358733,2014 GENERAL,STATE SENATE 32
"MENDOZA, TONY",1238223,2014 GENERAL,STATE SENATE 32
"NGUYEN, JANET",1282277,2014 GENERAL,STATE SENATE 34
"SOLORIO, JOSE",1279123,2014 GENERAL,STATE SENATE 34
"BATES, PATRICIA C. ""PAT""",1003846,2014 GENERAL,STATE SENATE 36
"KEPHART, GARY R.",,2014 GENERAL,STATE SENATE 36
"ANDERSON, JOEL C.",1004048,2014 GENERAL,STATE SENATE 38
"TSIMBOUKAKIS, FOTIOS/FRANK",1358744,2014 GENERAL,STATE SENATE 38
"ESTRADA, RAFAEL",1354713,2014 GENERAL,STATE SENATE 40
"HUESO, BEN",1315742,2014 GENERAL,STATE SENATE 40
"DAHLE, BRIAN",1224716,2014 GENERAL,ASSEMBLY 01
"SMITH, BRIGHAM SAWYER",,2014 GENERAL,ASSEMBLY 01
"WOOD, JAMES D.",1353393,2014 GENERAL,ASSEMBLY 02
"HEATH, MATT",,2014 GENERAL,ASSEMBLY 02
"GALLAGHER, JAMES",1357069,2014 GENERAL,ASSEMBLY 03
"REED, JIM",1358058,2014 GENERAL,ASSEMBLY 03
"DODD, BILL",1359048,2014 GENERAL,ASSEMBLY 04
"SCHAUPP, CHARLES E.",1301596,2014 GENERAL,ASSEMBLY 04
"BIGELOW, FRANK",1342402,2014 GENERAL,ASSEMBLY 05
"HOGAN, PATRICK D.",,2014 GENERAL,ASSEMBLY 05
"GAINES, BETH B.",1335196,2014 GENERAL,ASSEMBLY 06
"CAPLES, BRIAN",,2014 GENERAL,ASSEMBLY 06
"COHN, STEVE",1358962,2014 GENERAL,ASSEMBLY 07
"MC CARTY, KEVIN",1314046,2014 GENERAL,ASSEMBLY 07
"COOLEY, KEN",1240640,2014 GENERAL,ASSEMBLY 08
"HAALAND, DOUGLAS",1340717,2014 GENERAL,ASSEMBLY 08
"COOPER, JIM",1354349,2014 GENERAL,ASSEMBLY 09
"FONG, DARRELL",1358768,2014 GENERAL,ASSEMBLY 09
"ALLEN, GREGORY J.",1363128,2014 GENERAL,ASSEMBLY 10
"LEVINE, MARC",1338897,2014 GENERAL,ASSEMBLY 10
"FRAZIER JR., JAMES L.",1341572,2014 GENERAL,ASSEMBLY 11
"HENTHORN, ALEX",,2014 GENERAL,ASSEMBLY 11
"GREWAL, HARINDER",1362789,2014 GENERAL,ASSEMBLY 12
"OLSEN, KRISTIN M.",1323478,2014 GENERAL,ASSEMBLY 12
"EGGMAN, SUSAN",1337454,2014 GENERAL,ASSEMBLY 13
"JOBRACK, SOL",1364778,2014 GENERAL,ASSEMBLY 13
"BONILLA, SUSAN",1315657,2014 GENERAL,ASSEMBLY 14
"DELEPINE, JOY D.",1366787,2014 GENERAL,ASSEMBLY 14
"ECHOLS, ELIZABETH",1357374,2014 GENERAL,ASSEMBLY 15
"THURMOND, TONY",1295704,2014 GENERAL,ASSEMBLY 15
"BAKER, CATHARINE",1358730,2014 GENERAL,ASSEMBLY 16
"SBRANTI, TIM",1356108,2014 GENERAL,ASSEMBLY 16
"CAMPOS, DAVID",1359299,2014 GENERAL,ASSEMBLY 17
"CHIU, DAVID",1360423,2014 GENERAL,ASSEMBLY 17
"BONTA, ROB",1339733,2014 GENERAL,ASSEMBLY 18
"ERLICH, DAVID M.",1362222,2014 GENERAL,ASSEMBLY 18
"PINEDA, RENE GONZALO",1364780,2014 GENERAL,ASSEMBLY 19
"TING, PHIL",1343138,2014 GENERAL,ASSEMBLY 19
"PATINO, JAIME R.",1361490,2014 GENERAL,ASSEMBLY 20
"QUIRK, BILL (WILLIAM J.)",1336944,2014 GENERAL,ASSEMBLY 20
"GRAY, ADAM C.",1315410,2014 GENERAL,ASSEMBLY 21
"MOBLEY JR., JACK M.",1294243,2014 GENERAL,ASSEMBLY 21
"MULLIN, KEVIN",1342937,2014 GENERAL,ASSEMBLY 22
"GILHAM, MARK H.",,2014 GENERAL,ASSEMBLY 22
"PATTERSON, JIM",1346007,2014 GENERAL,ASSEMBLY 23
"GABL, DIANE CHRISTINE",1365082,2014 GENERAL,ASSEMBLY 24
"GORDON, RICHARD S.",1316724,2014 GENERAL,ASSEMBLY 24
"BRUNTON, BOB",1363959,2014 GENERAL,ASSEMBLY 25
"CHU, KANSEN",1356482,2014 GENERAL,ASSEMBLY 25
"MATHIS, DEVON J.",1365277,2014 GENERAL,ASSEMBLY 26
"MENDOZA, RUDY",1356174,2014 GENERAL,ASSEMBLY 26
"CAMPOS, NORA",1318599,2014 GENERAL,ASSEMBLY 27
"LANCASTER, GORDON K.",1364779,2014 GENERAL,ASSEMBLY 27
"LOW, EVAN",1335519,2014 GENERAL,ASSEMBLY 28
"PAGE, CHUCK",1364063,2014 GENERAL,ASSEMBLY 28
"KAIN, PALMER",1363609,2014 GENERAL,ASSEMBLY 29
"STONE, MARK",1340922,2014 GENERAL,ASSEMBLY 29
"ALEJO, LUIS",1318708,2014 GENERAL,ASSEMBLY 30
"STARRITT, MARK",,2014 GENERAL,ASSEMBLY 30
"PEREA, HENRY T.",1235519,2014 GENERAL,ASSEMBLY 31
"VILLARREAL, WALTER",,2014 GENERAL,ASSEMBLY 31
"RIOS, PEDRO AYON",1343678,2014 GENERAL,ASSEMBLY 32
"SALAS JR., RUDY",1340989,2014 GENERAL,ASSEMBLY 32
"OBERNOLTE, JAY",1362835,2014 GENERAL,ASSEMBLY 33
"COFFEY, JOHN",,2014 GENERAL,ASSEMBLY 33
"GROVE, SHANNON",1325437,2014 GENERAL,ASSEMBLY 34
"GOODMAN, VIRGINIA ""MARI""",,2014 GENERAL,ASSEMBLY 34
"ACHADJIAN, KHATCHIK",1317317,2014 GENERAL,ASSEMBLY 35
"HARMON, HEIDI",1364777,2014 GENERAL,ASSEMBLY 35
"FOX, STEVE",1297103,2014 GENERAL,ASSEMBLY 36
"LACKEY, THOMAS W.",1345765,2014 GENERAL,ASSEMBLY 36
"DEBLAUW, RONALD E",1003934,2014 GENERAL,ASSEMBLY 37
"WILLIAMS, DAS",1316434,2014 GENERAL,ASSEMBLY 37
"FUENTES, JORGE SALOMON",1363832,2014 GENERAL,ASSEMBLY 38
"WILK, SCOTT T.",1339656,2014 GENERAL,ASSEMBLY 38
"BOCANEGRA, RAUL",1330049,2014 GENERAL,ASSEMBLY 39
"LOPEZ, PATTY",1358288,2014 GENERAL,ASSEMBLY 39
"HENRY, KATHLEEN",1365093,2014 GENERAL,ASSEMBLY 40
"STEINORTH, MARC",1362221,2014 GENERAL,ASSEMBLY 40
"HOLDEN, CHRIS",1336467,2014 GENERAL,ASSEMBLY 41
"HARGROVE, KARALEE B.",1359764,2014 GENERAL,ASSEMBLY 42
"MAYES, CHAD",1351765,2014 GENERAL,ASSEMBLY 42
"GATTO, MIKE",1005008,2014 GENERAL,ASSEMBLY 43
"ROYAL, TODD",1363510,2014 GENERAL,ASSEMBLY 43
"IRWIN, JACQUI",1362509,2014 GENERAL,ASSEMBLY 44
"MC COY, ROB",1362964,2014 GENERAL,ASSEMBLY 44
"DABABNEH, MATTHEW",1357054,2014 GENERAL,ASSEMBLY 45
"SHELLEY, SUSAN",1355797,2014 GENERAL,ASSEMBLY 45
"NAZARIAN, ADRIN",1323126,2014 GENERAL,ASSEMBLY 46
"TAYLOR, ZACHARY",1362620,2014 GENERAL,ASSEMBLY 46
"BROWN, CHERYL",1340553,2014 GENERAL,ASSEMBLY 47
"NAVARRO, GIL",,2014 GENERAL,ASSEMBLY 47
"HERNANDEZ, ROGER",1276119,2014 GENERAL,ASSEMBLY 48
"LARA-GARDNER, JOSEPH",1343990,2014 GENERAL,ASSEMBLY 48
"CHAU, EDWIN",1281706,2014 GENERAL,ASSEMBLY 49
"SIEGRIST, ESTHELA T.",1365365,2014 GENERAL,ASSEMBLY 49
"BLOOM, RICHARD",1330273,2014 GENERAL,ASSEMBLY 50
"TORGAN, BRADLY S.",1341020,2014 GENERAL,ASSEMBLY 50
"GOMEZ, JIMMY",1334135,2014 GENERAL,ASSEMBLY 51
"SMITH, STEPHEN C.",,2014 GENERAL,ASSEMBLY 51
"PINEDA, DOROTHY",1358125,2014 GENERAL,ASSEMBLY 52
"RODRIGUEZ, FREDDIE",1354976,2014 GENERAL,ASSEMBLY 52
"MENDOZA, SANDRA Y.",1358233,2014 GENERAL,ASSEMBLY 53
"SANTIAGO, MIGUEL",1357853,2014 GENERAL,ASSEMBLY 53
"RIDLEY-THOMAS, SEBASTIAN M.",1358246,2014 GENERAL,ASSEMBLY 54
"RATCLIFF, GLEN",,2014 GENERAL,ASSEMBLY 54
"CHANG, LING-LING",1357038,2014 GENERAL,ASSEMBLY 55
"FRITCHLE, GREGG D.",,2014 GENERAL,ASSEMBLY 55
